name,rg_label,agent_type,genome_type,is_dna,is_enveloped,is_segmented,is_vector_borne,is_zoonotic,host_breadth,infects_humans,taxonomic_family,ncbi_tax_id,source_count,feature_sources,n_real_features
Adeno-associated viruses AAV,2,Virus,,,1.0,0.0,,1.0,3.0,,,,1,olival,4
Aino virus,3,Virus,,,1.0,1.0,0.0,0.0,1.0,0.0,,11582.0,2,olival|virushostdb,6
Alphaviruses,3,Virus,ssRNA+,0.0,1.0,1.0,0.0,0.0,1.0,,Togaviridae,,2,ictv|olival,8
Aphthovirus,2,Virus,ssRNA+,0.0,0.0,0.0,0.0,0.0,2.0,,Picornaviridae,3477799.0,2,ictv|olival,8
Aura virus,2,Virus,ssRNA+,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Togaviridae,44158.0,3,ictv|olival|virushostdb,9
Bebaru virus,2,Virus,ssRNA+,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Togaviridae,59305.0,3,ictv|olival|virushostdb,9
Borna disease virus,2,Virus,,,1.0,0.0,0.0,1.0,20.0,,,928296.0,1,olival,5
Bovine coronavirus,2,Virus,,,1.0,0.0,0.0,0.0,1.0,,,2838310.0,1,olival,5
Bovine diarrhoea virus,2,Virus,,,1.0,0.0,0.0,0.0,42.0,,,,1,olival,5
Bovine enteric calicivirus,2,Virus,,,1.0,0.0,0.0,0.0,1.0,,,914040.0,1,olival,5
Bovine enteroviruses types 1-7,2,Virus,,,1.0,0.0,0.0,0.0,17.0,,,,1,olival,5
Cabassou virus,3,Virus,ssRNA+,0.0,1.0,0.0,0.0,0.0,2.0,0.0,Togaviridae,60879.0,3,ictv|olival|virushostdb,9
Calicivirus,2,Virus,,,1.0,0.0,0.0,0.0,1.0,,,,1,olival,5
Canid herpesvirus 1,2,Virus,,,1.0,0.0,0.0,0.0,1.0,0.0,,170325.0,2,olival|virushostdb,6
Canine coronavirus,2,Virus,,,1.0,0.0,0.0,0.0,2.0,,,2185079.0,1,olival,5
Cardiovirus,2,Virus,ssRNA+,0.0,0.0,0.0,0.0,1.0,2.0,,Picornaviridae,3427732.0,2,ictv|olival,8
Chikungunya virus,3,Virus,ssRNA+,0.0,1.0,0.0,0.0,1.0,16.0,,Togaviridae,1224303.0,2,ictv|olival,8
Coronavirus,3,Virus,,,1.0,0.0,0.0,0.0,1.0,,,3433814.0,1,olival,5
Cowpox virus,2,Virus,dsDNA,1.0,1.0,0.0,0.0,1.0,16.0,,Poxviridae,265872.0,2,ictv|olival,8
Dengue virus,3,Virus,,,1.0,0.0,0.0,1.0,25.0,,,413041.0,1,olival,5
"Dengue virus types 1-4 Synthetic RNA (ATCC VR-3228SD, VR-3229SD, VR-3230SD, VR-3231SD)",1,Virus,,,1.0,0.0,0.0,1.0,25.0,,,,1,olival,5
Duvenhage virus,3,Virus,ssRNA-,0.0,1.0,0.0,,1.0,2.0,1.0,Rhabdoviridae,38767.0,3,ictv|olival|virushostdb,8
Ebola virus,4,Virus,,,1.0,1.0,0.0,0.0,1.0,,,1570291.0,1,olival,5
Ectromelia virus,3,Virus,dsDNA,1.0,1.0,0.0,0.0,0.0,3.0,,Poxviridae,2696714.0,2,ictv|olival,8
Enterovirus,2,Virus,ssRNA+,0.0,0.0,0.0,0.0,1.0,3.0,,Picornaviridae,3701373.0,2,ictv|olival,8
Felid herpesvirus 1,2,Virus,,,1.0,0.0,0.0,0.0,1.0,0.0,,10334.0,2,olival|virushostdb,6
Fowlpox virus,2,Virus,dsDNA,1.0,1.0,0.0,0.0,1.0,16.0,,Poxviridae,987150.0,2,ictv|olival,8
Getah virus,3,Virus,ssRNA+,0.0,1.0,0.0,0.0,1.0,3.0,,Togaviridae,3239330.0,2,ictv|olival,8
Hamster H-1 virus,2,Virus,,,1.0,0.0,0.0,0.0,1.0,1.0,,10799.0,2,olival|virushostdb,6
Hanta virus,3,Virus,,,1.0,1.0,0.0,1.0,6.0,,,,1,olival,5
Hepatitis A virus,2,Virus,ssRNA+,0.0,0.0,0.0,0.0,0.0,1.0,,Picornaviridae,2200757.0,2,ictv|olival,8
Hepatitis B virus,3,Virus,,,1.0,0.0,0.0,1.0,6.0,,,3382295.0,1,olival,5
Hepatitis C virus,3,Virus,ssRNA+,0.0,1.0,0.0,0.0,1.0,1.0,1.0,Hepaciviridae,3052230.0,3,ictv|olival|virushostdb,9
Hepatitis D virus,3,Virus,,,1.0,0.0,0.0,1.0,6.0,,,2691025.0,1,olival,5
Hepatitis E virus,3,Virus,,,1.0,0.0,0.0,1.0,1.0,1.0,,291484.0,2,olival|virushostdb,6
Hepatitis G virus,3,Virus,,,1.0,0.0,0.0,1.0,6.0,,,871649.0,1,olival,5
Human Immunodeficiency virus (HIV),3,Virus,,,1.0,0.0,0.0,0.0,1.0,,,,1,olival,5
Influenza A virus subtype H5N1,3,Virus,,,1.0,1.0,0.0,1.0,22.0,,,,1,olival,5
Influenza A virus subtype H7N9,3,Virus,,,1.0,1.0,0.0,1.0,22.0,,,,1,olival,5
Influenza virus,2,Virus,,,1.0,1.0,0.0,1.0,22.0,,,11309.0,1,olival,5
Kairi virus,3,Virus,,,1.0,1.0,0.0,1.0,2.0,0.0,,80939.0,2,olival|virushostdb,6
Kumlinge virus,4,Virus,,,1.0,1.0,0.0,1.0,9.0,,,11092.0,1,olival,5
Kyasanur forest disease virus,4,Virus,,,1.0,0.0,0.0,1.0,6.0,1.0,,172148.0,2,olival|virushostdb,6
Mayaro virus,3,Virus,ssRNA+,0.0,1.0,0.0,0.0,1.0,18.0,,Togaviridae,374990.0,2,ictv|olival,8
Mokola virus,3,Virus,ssRNA-,0.0,1.0,0.0,0.0,1.0,5.0,1.0,Rhabdoviridae,12538.0,3,ictv|olival|virushostdb,9
Monkey enteroviruses (SEV),2,Virus,,,1.0,0.0,0.0,0.0,1.0,,,,1,olival,5
Monkeypox virus,3,Virus,dsDNA,1.0,1.0,0.0,0.0,1.0,9.0,1.0,Poxviridae,619591.0,3,ictv|olival|virushostdb,9
Morbillivirus,4,Virus,ssRNA-,0.0,1.0,0.0,0.0,0.0,5.0,,Paramyxoviridae,3430946.0,2,ictv|olival,8
"Mouse rotavirus (EDIM, epizootic diarhoea of infant mice)",2,Virus,dsRNA,0.0,1.0,1.0,0.0,1.0,6.0,,Sedoreoviridae,,2,ictv|olival,8
Mucambo virus,3,Virus,ssRNA+,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Togaviridae,60875.0,3,ictv|olival|virushostdb,9
Murine leukemia virus,3,Virus,,,1.0,0.0,0.0,0.0,3.0,,,1615765.0,1,olival,5
"Murine poliovirus (Theiler's encephalomyelitis virus, TO, FA, GD7)",2,Virus,ssRNA+,0.0,0.0,0.0,0.0,0.0,1.0,,Picornaviridae,,2,ictv|olival,8
Myxoma virus,3,Virus,dsDNA,1.0,1.0,0.0,0.0,0.0,3.0,,Poxviridae,265876.0,2,ictv|olival,8
Ndumu virus,3,Virus,ssRNA+,0.0,1.0,0.0,0.0,1.0,1.0,0.0,Togaviridae,59302.0,3,ictv|olival|virushostdb,9
Newcastle disease virus,3,Virus,,,1.0,0.0,0.0,0.0,2.0,0.0,,2560319.0,2,olival|virushostdb,6
Norovirus (former Norwalk virus),2,Virus,ssRNA+,0.0,0.0,0.0,0.0,0.0,1.0,,Caliciviridae,,2,ictv|olival,8
Orf virus,2,Virus,dsDNA,1.0,1.0,0.0,0.0,1.0,5.0,,Poxviridae,647330.0,2,ictv|olival,8
Paravaccinia virus,2,Virus,,,1.0,0.0,0.0,1.0,10.0,,,,1,olival,5
Parvovirus,2,Virus,,,1.0,0.0,,0.0,1.0,,,3711648.0,1,olival,4
Piry,3,Virus,ssRNA-,0.0,1.0,0.0,0.0,0.0,2.0,0.0,Rhabdoviridae,11274.0,3,ictv|olival|virushostdb,9
Poliovirus,3,Virus,ssRNA+,0.0,0.0,0.0,0.0,0.0,1.0,,Picornaviridae,3393935.0,2,ictv|olival,8
Porcine enterovirus type 1 (Teschen disease),3,Virus,,,1.0,0.0,0.0,1.0,3.0,,,,1,olival,5
Rabies virus,3,Virus,ssRNA-,0.0,1.0,0.0,0.0,1.0,140.0,,Rhabdoviridae,574748.0,2,ictv|olival,8
Rat coronavirus,2,Virus,,,1.0,0.0,0.0,0.0,2.0,0.0,,502102.0,2,olival|virushostdb,6
Rat rotavirus,2,Virus,dsRNA,0.0,1.0,1.0,0.0,1.0,6.0,,Sedoreoviridae,,2,ictv|olival,8
Reoviruses,2,Virus,,,1.0,1.0,0.0,0.0,1.0,,,3470286.0,1,olival,5
Rocio virus,3,Virus,,,1.0,0.0,0.0,0.0,2.0,1.0,,64315.0,2,olival|virushostdb,6
Ross river virus,2,Virus,,,1.0,0.0,0.0,1.0,6.0,,,11032.0,1,olival,5
Rotavirus,2,Virus,dsRNA,0.0,1.0,1.0,0.0,1.0,6.0,,Sedoreoviridae,3479218.0,2,ictv|olival,8
Rotaviruses for animals (other),2,Virus,dsRNA,0.0,1.0,1.0,0.0,1.0,6.0,,Sedoreoviridae,,2,ictv|olival,8
Rubivirus,2,Virus,ssRNA+,0.0,1.0,0.0,0.0,1.0,140.0,,Matonaviridae,3019660.0,2,ictv|olival,8
Sealpox virus,2,Virus,dsDNA,1.0,1.0,0.0,0.0,1.0,2.0,,Poxviridae,358127.0,2,ictv|olival,8
Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) RNA,2,Virus,,,1.0,0.0,0.0,1.0,13.0,,,,1,olival,5
Sheeppox virus,3,Virus,dsDNA,1.0,1.0,0.0,0.0,0.0,2.0,,Poxviridae,1158713.0,2,ictv|olival,8
Simian immunodeficiency virus,3,Virus,,,1.0,0.0,0.0,0.0,15.0,,,2989724.0,1,olival,5
Sindbis virus,2,Virus,ssRNA+,0.0,1.0,0.0,0.0,1.0,4.0,1.0,Togaviridae,84272.0,3,ictv|olival|virushostdb,9
Swinepox virus,2,Virus,dsDNA,1.0,1.0,0.0,0.0,0.0,1.0,,Poxviridae,300880.0,2,ictv|olival,8
Tanapox,2,Virus,dsDNA,1.0,1.0,0.0,0.0,1.0,2.0,,Poxviridae,,2,ictv|olival,8
Turkey coronavirus,2,Virus,,,1.0,0.0,0.0,0.0,1.0,,,231431.0,1,olival,5
Uasin Gishu disease virus,2,Virus,,,1.0,0.0,0.0,0.0,11.0,,,28872.0,1,olival,5
Vaccinia virus,2,Virus,dsDNA,1.0,1.0,0.0,0.0,1.0,10.0,,Poxviridae,1651169.0,2,ictv|olival,8
Vesicular exanthema of swine virus,3,Virus,,,1.0,0.0,0.0,0.0,1.0,0.0,,1266463.0,2,olival|virushostdb,6
Wesselsbron virus,3,Virus,,,1.0,0.0,0.0,1.0,2.0,1.0,,164416.0,2,olival|virushostdb,6
West Nile Virus 2 (Strain: 1986) Lysate,2,Virus,,,1.0,0.0,0.0,1.0,25.0,,,,1,olival,5
West Nile virus,3,Virus,,,1.0,0.0,0.0,1.0,25.0,,,2421440.0,1,olival,5
Yabapox virus,2,Virus,dsDNA,1.0,1.0,0.0,0.0,1.0,2.0,,Poxviridae,,2,ictv|olival,8
Yellow fever virus (vaccine strain 17D),2,Virus,,,1.0,0.0,0.0,1.0,24.0,,,,1,olival,5
Yellow fever virus Synthetic RNA (ATCC VR-3253SD),2,Virus,,,1.0,0.0,0.0,1.0,24.0,,,,1,olival,5
"Yellow fever virus, wild type",3,Virus,,,1.0,0.0,0.0,1.0,24.0,,,,1,olival,5
australis,3,Virus,ssRNA+,0.0,,,,,,,Kitaviridae,,1,ictv,3
bovis,3,Virus,dsDNA,1.0,0.0,,,,,,Polyomaviridae,,1,ictv,4
canis,3,Virus,dsDNA,1.0,0.0,,,,,,Polyomaviridae,3414035.0,1,ictv,4
equi,2,Virus,dsDNA,1.0,0.0,,,,,,Polyomaviridae,,1,ictv,4
europaeus,2,Virus,ssRNA+,0.0,0.0,,,,,,Caliciviridae,,1,ictv,4
felis,2,Virus,ssRNA-,0.0,1.0,,,,,,Paramyxoviridae,2665947.0,1,ictv,4
hominis,2,Virus,dsDNA,1.0,,,,,,,Darmviridae,,1,ictv,3
influenzae,2,Virus,ssRNA-,0.0,1.0,1.0,0.0,1.0,22.0,,Orthomyxoviridae,,2,ictv|olival,8
japonicum,2,Virus,ssRNA+,0.0,0.0,,,,,,Virgaviridae,,1,ictv,4
macacae,2,Virus,dsDNA,1.0,0.0,,,,,,Polyomaviridae,,1,ictv,4
meleagridis,2,Virus,ssRNA+,0.0,0.0,,,,,,Caliciviridae,,1,ictv,4
muris,2,Virus,dsDNA,1.0,0.0,,,,,,Polyomaviridae,,1,ictv,4
ovis,3,Virus,ssRNA+,0.0,,,,,,,Pestiviridae,3370470.0,1,ictv,3
phocae,2,Virus,ssRNA-,0.0,1.0,,,,,,Paramyxoviridae,,1,ictv,4
pneumoniae,2,Virus,ssRNA-,0.0,1.0,,,,,,Paramyxoviridae,,1,ictv,4
salmonis,2,Virus,dsRNA,0.0,,,,,,,Spinareoviridae,,1,ictv,3
simiae,2,Virus,dsDNA,1.0,,,,,,,Darmviridae,,1,ictv,3
suis,3,Virus,dsDNA,1.0,0.0,,,,,,Polyomaviridae,,1,ictv,4
theileri,2,Virus,ssRNA+,0.0,0.0,,,,,,Picornaviridae,,1,ictv,4
