name,taxonomic_family,genome_type,known_rg,spillover_probability,rg3_rg4_probability,discordance_score,discordance_quadrant
Poliovirus,Picornaviridae,ssRNA+,3,0.0016013996,0.45448717,-0.45288578,Low spillover / Low severity
Porcine enterovirus type 1 (Teschen disease),unknown,unknown,3,0.005376685,0.38814107,-0.38276437,Low spillover / Low severity
Rabies virus,Rhabdoviridae,ssRNA-,3,0.005376685,0.82739204,-0.82201535,Low spillover / High severity
Rat coronavirus,unknown,unknown,2,0.0029756394,0.4288475,-0.42587185,Low spillover / Low severity
Rat rotavirus,Sedoreoviridae,dsRNA,2,0.005376685,0.35473818,-0.34936148,Low spillover / Low severity
Reoviruses,unknown,unknown,2,0.0016013996,0.53746307,-0.5358617,Low spillover / High severity
Rocio virus,unknown,unknown,3,0.9914488,0.57169485,0.41975397,High spillover / High severity
Ross river virus,unknown,unknown,2,0.005376685,0.7283998,-0.7230231,Low spillover / High severity
Rotavirus,Sedoreoviridae,dsRNA,2,0.005376685,0.35473818,-0.34936148,Low spillover / Low severity
Rotaviruses for animals (other),Sedoreoviridae,dsRNA,2,0.005376685,0.35473818,-0.34936148,Low spillover / Low severity
Rubivirus,Matonaviridae,ssRNA+,2,0.005376685,0.788625,-0.7832483,Low spillover / High severity
Sealpox virus,Poxviridae,dsDNA,2,0.0029756394,0.1590972,-0.15612155,Low spillover / Low severity
Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) RNA,unknown,unknown,2,0.005376685,0.71287334,-0.70749664,Low spillover / High severity
Sheeppox virus,Poxviridae,dsDNA,3,0.0029756394,0.35574102,-0.35276538,Low spillover / Low severity
Simian immunodeficiency virus,unknown,unknown,3,0.005376685,0.7346445,-0.7292678,Low spillover / High severity
Sindbis virus,Togaviridae,ssRNA+,2,0.9978276,0.7887266,0.20910096,High spillover / High severity
Swinepox virus,Poxviridae,dsDNA,2,0.0016013996,0.27183682,-0.27023542,Low spillover / Low severity
Tanapox,Poxviridae,dsDNA,2,0.0029756394,0.1590972,-0.15612155,Low spillover / Low severity
Turkey coronavirus,unknown,unknown,2,0.0016013996,0.55825526,-0.55665386,Low spillover / High severity
Uasin Gishu disease virus,unknown,unknown,2,0.005376685,0.5969344,-0.5915577,Low spillover / High severity
Vaccinia virus,Poxviridae,dsDNA,2,0.005376685,0.21009022,-0.20471354,Low spillover / Low severity
Vesicular exanthema of swine virus,unknown,unknown,3,0.0016013996,0.4610962,-0.4594948,Low spillover / Low severity
Wesselsbron virus,unknown,unknown,3,0.9914488,0.462385,0.5290638,High spillover / Low severity
West Nile Virus 2 (Strain: 1986) Lysate,unknown,unknown,2,0.005376685,0.3730332,-0.3676565,Low spillover / Low severity
West Nile virus,unknown,unknown,3,0.005376685,0.3730332,-0.3676565,Low spillover / Low severity
Yabapox virus,Poxviridae,dsDNA,2,0.0029756394,0.1590972,-0.15612155,Low spillover / Low severity
Yellow fever virus (vaccine strain 17D),unknown,unknown,2,0.005376685,0.50354975,-0.49817306,Low spillover / High severity
Yellow fever virus Synthetic RNA (ATCC VR-3253SD),unknown,unknown,2,0.005376685,0.50354975,-0.49817306,Low spillover / High severity
"Yellow fever virus, wild type",unknown,unknown,3,0.005376685,0.50354975,-0.49817306,Low spillover / High severity
australis,Kitaviridae,ssRNA+,3,0.0016013996,0.8391422,-0.8375408,Low spillover / High severity
bovis,Polyomaviridae,dsDNA,3,0.0016013996,0.26754788,-0.26594648,Low spillover / Low severity
canis,Polyomaviridae,dsDNA,3,0.0016013996,0.26754788,-0.26594648,Low spillover / Low severity
equi,Polyomaviridae,dsDNA,2,0.0016013996,0.26754788,-0.26594648,Low spillover / Low severity
europaeus,Caliciviridae,ssRNA+,2,0.0016013996,0.30087975,-0.29927835,Low spillover / Low severity
felis,Paramyxoviridae,ssRNA-,2,0.0016013996,0.7039049,-0.7023035,Low spillover / High severity
hominis,Darmviridae,dsDNA,2,0.0016013996,0.16399416,-0.16239277,Low spillover / Low severity
influenzae,Orthomyxoviridae,ssRNA-,2,0.005376685,0.64547855,-0.64010185,Low spillover / High severity
japonicum,Virgaviridae,ssRNA+,2,0.0016013996,0.6486617,-0.6470603,Low spillover / High severity
macacae,Polyomaviridae,dsDNA,2,0.0016013996,0.26754788,-0.26594648,Low spillover / Low severity
meleagridis,Caliciviridae,ssRNA+,2,0.0016013996,0.30087975,-0.29927835,Low spillover / Low severity
muris,Polyomaviridae,dsDNA,2,0.0016013996,0.26754788,-0.26594648,Low spillover / Low severity
ovis,Pestiviridae,ssRNA+,3,0.0016013996,0.75010335,-0.74850196,Low spillover / High severity
phocae,Paramyxoviridae,ssRNA-,2,0.0016013996,0.7039049,-0.7023035,Low spillover / High severity
pneumoniae,Paramyxoviridae,ssRNA-,2,0.0016013996,0.7039049,-0.7023035,Low spillover / High severity
salmonis,Spinareoviridae,dsRNA,2,0.0016013996,0.24539927,-0.24379787,Low spillover / Low severity
simiae,Darmviridae,dsDNA,2,0.0016013996,0.16399416,-0.16239277,Low spillover / Low severity
suis,Polyomaviridae,dsDNA,3,0.0016013996,0.26754788,-0.26594648,Low spillover / Low severity
theileri,Picornaviridae,ssRNA+,2,0.0016013996,0.7371444,-0.735543,Low spillover / High severity
